OrganizationID;"Organization Name";"Headquarters Location";LinkedIn
vemco-group-brasil-comercio-importaçao-e-exportaçao;"Vemco Group Brasil Comercio Importaçao e Exportaçao";"São Paulo, Sao Paulo, Brazil";"Analytics, Big Data, Consumer Research, Information Technology, Software"
vemos;Vemos;"São Paulo, Sao Paulo, Brazil";"Analytics, Billing, Mobile, Payments"
vendasexternas;VendasExternas;"Balneário De Camboriú, Santa Catarina, Brazil";"Marketing, Sales, Software"
vende-ai;"Vende AI";"Belo Horizonte, Minas Gerais, Brazil";"E-Commerce, Internet, Retail, Sales"
vendo-meu-terreno;"Vendo Meu Terreno";"Florianópolis, Santa Catarina, Brazil";"Building Material, Construction, Marketplace, Real Estate, Real Estate Investment"
venerd-investments;"Venerdì Investments";"Rio De Janeiro, Rio de Janeiro, Brazil";"Venture Capital"
venosa;Venosa;"São Paulo, Sao Paulo, Brazil";"Real Estate, Residential"
venovar-informática;"Venovar Informática";"São Paulo, Sao Paulo, Brazil";"Consulting, E-Commerce, Information Technology, Internet, Software"
ventrix-2;Ventrix;"Santa Rita Do Sapucaí, Minas Gerais, Brazil";"Biotechnology, Health Care, Medical"
ventureone-startups;"VentureOne Startups";"Rio De Janeiro, Rio de Janeiro, Brazil";"Angel Investment, Finance, Financial Services, Impact Investing, Venture Capital"
venuxx;Venuxx;"São Paulo, Sao Paulo, Brazil";"Apps, iOS, Mobile, Mobile Apps, Software"
vepet;Vepet;"Rio De Janeiro, Rio de Janeiro, Brazil";"Health Care"
verat-services;"Verat Services";"São Paulo, Sao Paulo, Brazil";"Consulting, Information Technology"
veriditec;Veriditec;"São Paulo, Sao Paulo, Brazil";"Information Technology"
verifact-274e;VeriFact;"Maringá, Parana, Brazil";"Digital Media, Internet, Legal, Social Media, Social Network, Software"
vérios-investimentos;Vérios;"São Paulo, Sao Paulo, Brazil";"Asset Management, Finance, Financial Services, FinTech, Impact Investing"
verity-group;"Verity Group";"São Paulo, Sao Paulo, Brazil";"Delivery, Digital Marketing, Information Technology, Innovation Management, Outsourcing"
versaway;Versaway;"Maringá, Parana, Brazil";"Communities, Social Media, Social Network"
version-zero-games;"Version Zero";"São Paulo, Sao Paulo, Brazil";"Mobile, PC Games"
versor-inovação-tencológica;"Versor Inovação Tencológica";"Santo André, Sao Paulo, Brazil";"Fitness, Health Care, Wearables, Wellness"
verti-tecnologia;"Verti Tecnologia";"Curitiba, Parana, Brazil";"Finance, Information Technology, Payments"
vesteer;Vesteer;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Logistics, Marketplace, Retail Technology, Supply Chain Management"
vestesbr;VestesBR;"Jaraguá Do Sul, Santa Catarina, Brazil";"E-Commerce, Fashion, Professional Services"
vestidas-de-branco;"Vestidas de Branco";"Belo Horizonte, Minas Gerais, Brazil";E-Commerce
vestinst;VESTINST;"Cuiabá, Mato Grosso, Brazil";"Consulting, Enterprise Software, Information Technology"
vexpenses;VExpenses;"São Paulo, Sao Paulo, Brazil";"Apps, Financial Services, Information Technology"
vfx-videos;"VFX Videos";"Santa Catarina, Sao Paulo, Brazil";"Animation, Video, Video Advertising, Video Editing"
vhsys;VHSYS;"Paraná, Espirito Santo, Brazil";"Business Development, E-Commerce, Information Technology, Internet"
vi-komet;"VI Komet!";"Rio De Janeiro, Rio de Janeiro, Brazil";"Developer Tools, SaaS"
viagem-surpresa;"Viagem Surpresa";"Belo Horizonte, Minas Gerais, Brazil";"Information Services, Tourism, Travel"
viajanet;ViajaNet;"São Caetano Do Sul, Sao Paulo, Brazil";"Hotel, Leisure, Online Auctions, Tourism, Travel"
viajar-temporada;"Viajar Temporada";"Santa Isabel, Para, Brazil";"Classifieds, Real Estate, Travel"
vibeye;VibEye;"Fortaleza, Mato Grosso do Sul, Brazil";"Apps, Assistive Technology, Information Technology, Public Safety"
vibratto-assessoria-financeira-empresarial;"Vibratto - Assessoria Financeira Empresarial";"São Paulo, Sao Paulo, Brazil";"B2B, Finance, Information Technology, Outsourcing, Software"
viddheo;Meetime;"Florianópolis, Santa Catarina, Brazil";"Business Intelligence, Information Technology, SaaS, Sales, Software"
viddheo-tool;"Viddheo Tool";"Florianópolis, Santa Catarina, Brazil";"Customer Service, Internet, SaaS, Software, Web Browsers"
videonautas;Videonautas;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Video"
vidi-346b;Vidi;"São Paulo, Sao Paulo, Brazil";"Information Technology, Market Research, Marketing, Sales, Software"
vieira-filho-tecnologia-eletrônica;"Vieira Filho Tecnologia Eletrônica";"São Leopoldo, Rio Grande do Sul, Brazil";"Electrical Distribution, Electronics, Hardware, Manufacturing, Product Design"
vigido-lettieri-lucas;"Vigido, Lettieri & Lucas";"Bela Vista, Sao Paulo, Brazil";"E-Commerce, Legal, Professional Services"
villagy-group;"Villagy Group";"São Paulo, Sao Paulo, Brazil";"Apps, Computer, Real Estate, Software, Web Apps"
vindi;Vindi;"São Paulo, Sao Paulo, Brazil";"Billing, FinTech, Payments, SaaS, Subscription Service"
vinil180;Vinil180;"Ribeirão Prêto, Minas Gerais, Brazil";"Communities, Consumer Goods, Music"
vink-on;Vink-On;"Campina, Sao Paulo, Brazil";"Credit Cards, Payments, Retail, Shopping, Software, Wholesale"
vinta-software;"Vinta Software";"Recife, Bahia, Brazil";"Developer APIs, Developer Platform, Developer Tools, Internet, Web Development"
vipcommerce;VipCommerce;"Belo Horizonte, Minas Gerais, Brazil";"E-Commerce, E-Commerce Platforms, Food Delivery, Grocery, Logistics, Marketplace"
virtopia;Virtopia;"Campina, Sao Paulo, Brazil";"Education, Information Technology, Virtual Reality"
virtual-avionics;"Virtual Avionics";"Campinas, Goias, Brazil";"Hardware, Simulation, Software, Training, Virtual Reality"
virtual-vision-2a80;"Virtual Vision";"São Paulo, Sao Paulo, Brazil";"Analytics, Artificial Intelligence, Big Data, Information Technology"
virturian;Virturian;"Belo Horizonte, Minas Gerais, Brazil";"Electric Vehicle, Industrial, Industrial Automation"
virtus-pay;"Virtus Pay";"São Paulo, Sao Paulo, Brazil";"Financial Services"
vis-viva-club;"Vis Viva Club";"Fortaleza, Mato Grosso do Sul, Brazil";"B2C, Fitness, Marketplace, Personal Health, Wellness"
visionx-2;VisionX;"Pinheiros, Sao Paulo, Brazil";"Financial Services, Insurance"
vistoria-simples;VistoriaSimples;"Florianópolis, Santa Catarina, Brazil";"Apps, Information Technology, Productivity Tools, Professional Services, Real Estate, Software"
visual-joy;"Visual Joy";"Porto Alegre, Rio Grande do Sul, Brazil";"B2B, B2C, Content, SaaS, Video"
visual-tagging-sevices;"Visual Tagging Sevices";"Barcelona, Rio Grande do Norte, Brazil";"Digital Media, Image Recognition, Mobile"
visualprogress;VisualProgress;"Chile, Minas Gerais, Brazil";"Information Technology"
vital-aposentadoria;"Vital Aposentadoria";"Porto Alegre, Rio Grande do Sul, Brazil";"Consulting, Finance, Financial Services, Insurance, Retirement"
vital-renewable-energy-company;"Vital Renewable Energy Company";"São Paulo, Sao Paulo, Brazil";"Agriculture, Clean Energy, Energy, Infrastructure, Renewable Energy"
vitalbox;Vitalbox;"São Paulo, Sao Paulo, Brazil";"Health Care, Medical"
vitaltec-engenharia;"Vitaltec Engenharia";"Rio De Janeiro, Rio de Janeiro, Brazil";"Commercial, Environmental Engineering, Industrial, Renewable Energy, Residential, Sustainability, Water Purification"
vitrine;Vitrine;"São Paulo, Sao Paulo, Brazil";"Brand Marketing, Internet, Marketing"
vitrine-de-bolso;"Vitrine de Bolso";"Campinas, Goias, Brazil";"Apps, Fashion"
vitrinepix;Vitrinepix;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Personalization, Shopping"
vitta;Vitta;"São Paulo, Sao Paulo, Brazil";"Health Care, Software"
vittude;Vittude;"São Paulo, Sao Paulo, Brazil";"Health Care, Psychology, Therapeutics"
viva-decora;"Viva Decora";"São Paulo, Sao Paulo, Brazil";"Architecture, Home and Garden, Home Decor, Home Services, Interior Design"
viva-vida;"Viva Vida";"São Paulo, Sao Paulo, Brazil";"B2B, B2C, E-Commerce, Information Technology, Insurance"
vivabem;VivaBem;"São Paulo, Sao Paulo, Brazil";"Business Intelligence, Employee Benefits, Wellness"
vivareal;VivaReal;"São Paulo, Sao Paulo, Brazil";"Internet, Marketplace, Real Estate"
vivere-brasil-solucoes-de-credito-ltda;"Vivere Brasil Soluções De Crédito Ltda.";"São Paulo, Sao Paulo, Brazil";"Information Technology"
vizir-2;"Vizir Software Studio";"São Paulo, Sao Paulo, Brazil";"Mobile, Software, Web Development"
vncfx;VNCFX;"São Paulo, Sao Paulo, Brazil";"Consulting, Finance, Financial Exchanges, Financial Services"
voalá-imagens-aéreas;"Voalá Imagens Aéreas";"Porto Alegre, Rio Grande do Sul, Brazil";"Construction, Events, Marketing, Photography, Tourism"
vocatu;Vocatu;"Curitiba, Parana, Brazil";"Advertising, E-Commerce, Marketing, Software"
você-recicla;"Você Recicla";"São José Dos Campos, Sao Paulo, Brazil";"CleanTech, Logistics, Recycling, Waste Management"
vocêqpad;VocêQpad;"São Paulo, Sao Paulo, Brazil";"Apps, Consumer Electronics, Consumer Software, Service Industry"
voii-você-em-imagem;"Voii - Você em imagem";"São Paulo, Sao Paulo, Brazil";"Art, B2B, Digital Media, Photography, Video"
voiicr;Voiicr;"Vila Mariana, Sao Paulo, Brazil";"Communications Infrastructure, Network Hardware, Telecommunications"
voipconsult;VoipConsult;"São Paulo, Sao Paulo, Brazil";"Consulting, VoIP"
voiplife-telefonia-ip;"VoipLife Telefonia IP";"Porto Alegre, Rio Grande do Sul, Brazil";"Information Technology, Telecommunications, VoIP"
voix;Voix;"Campina, Sao Paulo, Brazil";"Big Data, Casual Games, Education, Mobile Apps, Social Entrepreneurship"
vokare-decisão-profissional;"Vokare - Decisão Profissional";"Uberlândia, Minas Gerais, Brazil";"E-Learning, EdTech, Education, SaaS, Software"
volanty;Volanty;"Rio De Janeiro, Rio de Janeiro, Brazil";"Automotive, Marketplace, Peer to Peer"
vollup-creative-agency;"Vollup Creative Agency";"São Paulo, Sao Paulo, Brazil";
volpe-luxo-inteligente;"Volpe Luxo Inteligente";"Porto Alegre, Rio Grande do Sul, Brazil";"Fashion, Lifestyle"
volt-mobility;"Volt Mobility";"São Paulo, Sao Paulo, Brazil";"Delivery, Information Technology, Transportation"
voltem;Voltem;"Rio De Janeiro, Rio de Janeiro, Brazil";"E-Commerce, Internet, Leisure, Real Estate, Travel"
voodoon;Voodoon;"Maringá, Parana, Brazil";"Internet, Social Media, Social Network"
voopter;Voopter;"São Paulo, Sao Paulo, Brazil";"Internet, Mobile Apps, Travel"
vortilog;Vortilog;"Porto Alegre, Rio Grande do Sul, Brazil";"Computer, Enterprise, Enterprise Software, Information Technology, Software"
vosso;Vosso;"São Paulo, Sao Paulo, Brazil";"Art, Content, Graphic Design, Software, Trading Platform"
vouclicar-com;Vouclicar.com;"São Paulo, Sao Paulo, Brazil";"IaaS, PaaS, SaaS, Small and Medium Businesses"
voxelway;Voxelway;"Piracicaba, Sao Paulo, Brazil";"3D Printing, Industrial Automation, Virtual Reality"
vozero;Vozero;"São Paulo, Sao Paulo, Brazil";"Internet, Social Media, VoIP"
vpeventos;vpEventos;"Campinas, Goias, Brazil";"Event Management, Events, Internet, Mobile Apps, Professional Services, Task Management"
vrmonkey;VRMonkey;"São Paulo, Sao Paulo, Brazil";Gaming
vrxp;VRXP;"Sertãozinho, Sao Paulo, Brazil";"Augmented Reality, Consulting, Internet, Virtual Reality"
vtx-brasil-technology;VTX;"São Paulo, Sao Paulo, Brazil";"Apps, Developer Tools, E-Commerce, Mobile, Retail Technology, Software"
vulpi-1c07;Vulpi;"Belo Horizonte, Minas Gerais, Brazil";"Data Mining, Human Resources, Recruiting"
vya-2;VYA;"São Paulo, Sao Paulo, Brazil";"Food and Beverage, Food Processing"
w2conn;W2CONN;"São Paulo, Sao Paulo, Brazil";"Computer, Information Technology, Software"
wabiz;WAbiz;"Jundiaí, Sao Paulo, Brazil";"Computer, Information Technology, Mobile Apps, Software, Web Development"
wairon;Wairon;"São Paulo, Sao Paulo, Brazil";"Laundry and Dry-cleaning, Logistics"
wall-jobs;"Wall Jobs";"São Paulo, Sao Paulo, Brazil";"B2B, Education, Human Resources, Internet, Recruiting"
walltime;Walltime;"Campina, Sao Paulo, Brazil";"Bitcoin, FinTech"
walters-protec;"Walters Protec";"Guarujá, Sao Paulo, Brazil";"Cyber Security, Security"
wanna-migrate;"Wanna Migrate";"São Luís, Sao Paulo, Brazil";"Customer Service, Database, Information Services, Travel"
warningbox;WarningBox;"Cachoeirinha, Rio Grande do Sul, Brazil";"Food and Beverage, Information Technology, Software"
warp-exchange;"Warp Exchange";"São Paulo, Sao Paulo, Brazil";"E-Commerce, FinTech, Payments, Retail"
warren-2;Warren;"Porto Alegre, Rio Grande do Sul, Brazil";"Education, Financial Services, Information Technology, Wealth Management"
wave-solutions;"Wave Solutions";"São Paulo, Sao Paulo, Brazil";"Accounting, Enterprise Resource Planning (ERP), Information Technology"
way2-technology;"Way2 Technology";"Florianópolis, Santa Catarina, Brazil";"B2B, B2C, Computer, CRM, Energy, Information Technology, Robotics, SaaS, Software"
wayme-2;wayme;"Uauá, Bahia, Brazil";"Architecture, Information Technology, Restaurants, Tourism, Travel"
wbio;WBIO;"Campo Bom, Rio Grande do Sul, Brazil";"Artificial Intelligence, Big Data, Biotechnology, Blockchain, Health Care, Medical"
wdev;WDEV;"Rio De Janeiro, Rio de Janeiro, Brazil";"Consulting, Information Services, Information Technology"
we-are-heroes;"We Are Heroes";"Belo Horizonte, Minas Gerais, Brazil";"Advertising, Graphic Design, Marketing"
we-colab;we.CoLab;"São Paulo, Sao Paulo, Brazil";"Analytics, Artificial Intelligence, Consulting, Data Center, Data Integration, Information Technology, Legal, Machine Learning, Software"
we-crowdcasting;"We Crowdcasting";"Brasil, Sao Paulo, Brazil";"Apps, Collaboration, Mobile, Social Media"
we-do-logos;"We Do Logos";"Rio De Janeiro, Rio de Janeiro, Brazil";"Graphic Design, Marketing, Marketplace, Software"
weach-net;Weach;"São Paulo, Sao Paulo, Brazil";"Ad Network, Advertising, Affiliate Marketing, Email Marketing, Internet, Marketing"
weasy-ac45;Weasy;"Bady Bassitt, Sao Paulo, Brazil";"Consumer Goods, Manufacturing, Pet"
web-robot-apps;"Web Robot Apps";"Niterói, Amazonas, Brazil";"Apps, Information Technology, Internet, Mobile, Software"
web3pix;Web3Pix;"Rio De Janeiro, Rio de Janeiro, Brazil";"Internet of Things"
webcinco;Webcinco;"São Gonçalo, Rio de Janeiro, Brazil";"Information Services, Information Technology, Software"
webgados;WebGados;"São Paulo, Sao Paulo, Brazil";"Agriculture, AgTech, Apps, Livestock, Online Auctions"
webglobal;WebGlobal;"Porto Alegre, Rio Grande do Sul, Brazil";"Big Data, Information Services, Information Technology, Software"
webhome;WebHome;"São Paulo, Sao Paulo, Brazil";"Law Enforcement, Recruiting"
webli;Webli;"Belo Horizonte, Minas Gerais, Brazil";"Automotive, Information Technology, Technical Support"
webliniaerp;WebliniaERP;"São Paulo, Sao Paulo, Brazil";"Business Development, Internet, Retail"
weblink;Weblink;"Florianópolis, Santa Catarina, Brazil";"Cloud Infrastructure, Domain Registrar, Information Technology, Internet, Web Hosting"
webluto-com;WebLuto.com;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Funerals, Marketing"
weboption-marketing-digital;"weboption marketing digital";"Campo Bom, Rio Grande do Sul, Brazil";"Content, Digital Marketing, Email Marketing, Graphic Design, Information Technology, Marketing, SEO, Social Network, Web Development, Web Hosting"
webpago;WebPago;"Mato Grosso, Minas Gerais, Brazil";"Business Intelligence, Payments, Ticketing"
webpesados;WebPesados;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Internet"
webradar;WebRadar;"Rio De Janeiro, Rio de Janeiro, Brazil";"Consulting, Mobile, Software, Telecommunications"
wecancer;Wecancer;"São Paulo, Sao Paulo, Brazil";"Emergency Medicine, Health Care, Health Diagnostics, Medical Device, Software"
wecard;WeCard;"Londrina, Parana, Brazil";"B2B, B2C, Big Data, Developer APIs, Information Technology"
wecare-incentivos-corporativos;"WeCare Incentivos Corporativos";"Brasília, Rio Grande do Norte, Brazil";"Business Information Systems, Corporate Training, Human Resources, Information Technology"
wecash-brasil;"WeCash Brasil";"São Paulo, Sao Paulo, Brazil";"Finance, Financial Services, FinTech"
wedbiz;Wedbiz;"São José do Rio Prêto, Sao Paulo, Brazil";"B2B, B2C, Internet, SaaS, Software"
wedoseg;Wedoseg;"São Paulo, Sao Paulo, Brazil";"Finance, Health Insurance, Insurance"
weechone;WeechOne;"Itajubá, Minas Gerais, Brazil";"Android, Internet, iOS, Market Research, Q&A, Social Media, Social Network, Windows"
weeget-academy;"WeeGet Academy";"São Paulo, Sao Paulo, Brazil";"E-Learning, EdTech, Education, SaaS, Software"
weenside;Weenside;"São Paulo, Sao Paulo, Brazil";"Apps, Events, Internet, iOS, Mobile Apps, Music, Nightclubs, Ticketing"
weeshh;WEESHH;"São Paulo, Sao Paulo, Brazil";"Apps, File Sharing"
weggo-co;Weggo.co;"San Paulo, Sao Paulo, Brazil";"Location Based Services, Transportation"
wegov;WeGov;"Florianópolis, Santa Catarina, Brazil";"Education, Government, Training"
weka;Weka;"São Paulo, Sao Paulo, Brazil";"Information Technology, Mobile"
wellbe-co;Wellbe.co;"Curitiba, Parana, Brazil";"Fitness, Health Care, Wellness"
welob;Welob;"Florianópolis, Santa Catarina, Brazil";"Civil Engineering"
weme-ventures;"weme ventures";"Campina, Sao Paulo, Brazil";"E-Commerce, EdTech, Health Care, Internet, Logistics, Venture Capital"
werock-stones;"WeRock Stones";"Vila Velha, Maranhao, Brazil";"B2B, B2C, E-Commerce, Marketplace, Sales"
wesell-co;"WeSell Co";"São Paulo, Sao Paulo, Brazil";"Business Development, Market Research, Marketing Automation, Outsourcing"
wevo-d18c;Wevo;"São Caetano Do Sul, Sao Paulo, Brazil";"Enterprise Applications, Enterprise Software, Information Technology, PaaS, SaaS, Software"
wewaat-com;WeWaant.com;"Rio De Janeiro, Rio de Janeiro, Brazil";"Apps, E-Commerce, Information Technology, Internet, Point of Sale, Sales"
whatsshare;WhatsShare;"Porto Alegre, Rio Grande do Sul, Brazil";"Digital Marketing, Marketing Automation, Meeting Software"
widbook;Widbook;"São Paulo, Sao Paulo, Brazil";"Android, Communities, E-Commerce, EBooks, Education, iOS, Online Portals, Publishing, Software"
wide-software;"Wide Software";"Campinas, Goias, Brazil";"Cloud Data Services, Information Technology, Internet, Software, Web Development"
